experiment_iteration,embedding_method,config_version,config_source,configured_at_iteration,effective_from_iteration,surrogate_model,kernel,acquisition_function,bo_signature,candidate,result,config_rationale,kernel_rationale
27,physicochemical_descriptors,4,af_review,26,27,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",63.13,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
28,physicochemical_descriptors,4,af_review,27,28,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.153, temperature=120}",76.59,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
29,physicochemical_descriptors,4,af_review,28,29,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[K+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",77.41,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
30,physicochemical_descriptors,4,af_review,29,30,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",4.74,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
31,physicochemical_descriptors,4,af_review,30,31,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
32,physicochemical_descriptors,4,af_review,31,32,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=P(C1CCCCC1)(C2CCCCC2)C3CCCCC3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",12.83,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
33,physicochemical_descriptors,4,af_review,32,33,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",62.82,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
34,physicochemical_descriptors,4,af_review,33,34,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",87.83,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
35,physicochemical_descriptors,4,af_review,34,35,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C(C)(C)C.[Cs+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=105}",0,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
36,physicochemical_descriptors,4,af_review,35,36,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC, solvent_SMILES=CCCC#N, concentration=0.1, temperature=105}",18.44,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
37,physicochemical_descriptors,4,af_review,36,37,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C, solvent_SMILES=CCCC#N, concentration=0.1, temperature=105}",0,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
38,physicochemical_descriptors,4,af_review,37,38,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[K+], ligand_SMILES=CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3, solvent_SMILES=CCCC#N, concentration=0.1, temperature=105}",6.17,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
39,physicochemical_descriptors,4,af_review,38,39,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.057, temperature=120}",88.41,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
40,physicochemical_descriptors,4,af_review,39,40,gp,mixed_sum_product,log_ei,gp/mixed_sum_product/log_ei,"{base_SMILES=O=C([O-])C.[Cs+], ligand_SMILES=CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C, solvent_SMILES=CC(N(C)C)=O, concentration=0.1, temperature=120}",84.81,"UCB with elevated beta=2.0 is selected to drive aggressive exploration following the catastrophic failure at iteration 15 (7.26% with PCy3). The campaign has 25 iterations remaining and needs to: (a) test bidentate phosphine analogs (dppf, BINAP, DPEphos per H1-bidentate-chelation), (b) verify K+ specificity (H2-counterion-specificity), and (c) fine-tune concentration/temperature (H3, H4). The current best of 78.95% at iteration 10 has not been improved in 5 iterations, indicating the need for structured exploration rather than pure exploitation. Beta=2.0 balances finding new high-yield regions (exploration) with refining the known optimum (exploitation). LogEI would over-exploit given the model uncertainty from embedding failures. [OBS:iter10-15] [HYPOTHESIS:H1-bidentate-chelation] [RULE:R3]","The campaign has demonstrated strong interaction effects between base_SMILES and ligand_SMILES (R9, confidence 0.95), particularly the K+/Xantphos synergy that yields 78.95% vs Cs+/Xantphos at 29.31%. The mixed_sum_product kernel explicitly models both main effects and interactions through its weighted blend of additive and multiplicative components, making it superior to pure matern52 for this chemistry space. This matches the prior successful config (v2) and addresses H5-embedding-failure by providing structural inductive bias that compensates for the high-dimensional embedding. [RULE:R9] [HYPOTHESIS:H5-embedding-failure] [CONFIG:v2]"
