embedding_method,repeat_index,run_id,iteration,result,candidate,metadata
fingerprint_concat,1,fingerprint_concat_run01,1,1.6,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""CP(C1=CC=CC=C1)C2=CC=CC=C2"", ""solvent_SMILES"": ""CC1=CC=C(C)C=C1"", ""concentration"": ""0.153"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1723"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,2,0.65,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3"", ""solvent_SMILES"": ""CCCCOC(C)=O"", ""concentration"": ""0.1"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""154"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,3,0.0,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.057"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""397"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,4,8.52,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3"", ""solvent_SMILES"": ""CCCC#N"", ""concentration"": ""0.057"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""506"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,5,16.44,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC"", ""solvent_SMILES"": ""CC1=CC=C(C)C=C1"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""72"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,6,73.33,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C"", ""solvent_SMILES"": ""CCCC#N"", ""concentration"": ""0.153"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""707"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,7,9.14,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.153"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1442"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,8,65.69,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1"", ""solvent_SMILES"": ""CCCC#N"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1006"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,9,3.69,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""117"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,10,8.31,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1"", ""solvent_SMILES"": ""CC1=CC=C(C)C=C1"", ""concentration"": ""0.1"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1143"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,11,29.23,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C"", ""solvent_SMILES"": ""CCCC#N"", ""concentration"": ""0.057"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1196"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,12,34.6,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3"", ""solvent_SMILES"": ""CCCCOC(C)=O"", ""concentration"": ""0.153"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1500"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,13,0.0,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CCCCOC(C)=O"", ""concentration"": ""0.057"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""339"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,14,74.04,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""196"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,15,0.0,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CC1=CC=C(C)C=C1"", ""concentration"": ""0.057"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""561"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,16,0.0,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""CP(C1=CC=CC=C1)C2=CC=CC=C2"", ""solvent_SMILES"": ""CCCC#N"", ""concentration"": ""0.1"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1087"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,17,6.54,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.153"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""692"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,18,0.0,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""CP(C)C1=CC=CC=C1"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.057"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1367"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,19,26.56,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.057"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1158"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,20,45.73,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1"", ""solvent_SMILES"": ""CCCCOC(C)=O"", ""concentration"": ""0.153"", ""temperature"": ""120""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1690"", ""oracle_kind"": ""dataset""}"
fingerprint_concat,1,fingerprint_concat_run01,21,5.47,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""0"", ""oracle_kind"": ""dataset"", ""predicted_value"": 30.231636838514966, ""uncertainty"": 11.59699319414452, ""acquisition_value"": -5.816857281648874, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,22,0.0,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""1"", ""oracle_kind"": ""dataset"", ""predicted_value"": 19.577030368042745, ""uncertainty"": 1.1240451960749662, ""acquisition_value"": -1129.5784725815997, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,23,78.95,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""2"", ""oracle_kind"": ""dataset"", ""predicted_value"": 18.628223810995756, ""uncertainty"": 8.743209096826325, ""acquisition_value"": -7.2846828943806905, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,24,7.26,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""3"", ""oracle_kind"": ""dataset"", ""predicted_value"": 21.84172553039284, ""uncertainty"": 26.205233095983456, ""acquisition_value"": -1.9507138535497242, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,25,28.15,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""4"", ""oracle_kind"": ""dataset"", ""predicted_value"": 20.656487613016733, ""uncertainty"": 0.007392222272607881, ""acquisition_value"": -31092851.202494334, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,26,65.37,"{""base_SMILES"": ""O=C([O-])C.[K+]"", ""ligand_SMILES"": ""CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""5"", ""oracle_kind"": ""dataset"", ""predicted_value"": 21.181299836434153, ""uncertainty"": 19.844209364594715, ""acquisition_value"": -4.571272343984592, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,27,0.07,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""6"", ""oracle_kind"": ""dataset"", ""predicted_value"": 53.87750797955106, ""uncertainty"": 1e-05, ""acquisition_value"": 0.00481333298451192, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,28,37.4,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1"", ""solvent_SMILES"": ""CCCC#N"", ""concentration"": ""0.1"", ""temperature"": ""90""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""910"", ""oracle_kind"": ""dataset"", ""predicted_value"": 40.15986026113485, ""uncertainty"": 11.024924547911949, ""acquisition_value"": -6.955553476440853, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,29,0.0,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""7"", ""oracle_kind"": ""dataset"", ""predicted_value"": 20.02087088180506, ""uncertainty"": 13.943401420561957, ""acquisition_value"": -8.45356677275591, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,30,28.64,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""8"", ""oracle_kind"": ""dataset"", ""predicted_value"": 28.163930230324134, ""uncertainty"": 9.557015167854338, ""acquisition_value"": -6.704517571659501, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,31,10.44,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""9"", ""oracle_kind"": ""dataset"", ""predicted_value"": 7.618579570616793, ""uncertainty"": 8.498334340767082, ""acquisition_value"": -6.568620001815685, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,32,63.13,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""10"", ""oracle_kind"": ""dataset"", ""predicted_value"": 30.495178339789476, ""uncertainty"": 9.284331766374072, ""acquisition_value"": -6.494808250805686, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,33,77.41,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[K+]"", ""ligand_SMILES"": ""CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""11"", ""oracle_kind"": ""dataset"", ""predicted_value"": 52.65214502518364, ""uncertainty"": 11.198732404862099, ""acquisition_value"": -5.411159696510147, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,34,4.74,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""12"", ""oracle_kind"": ""dataset"", ""predicted_value"": 8.27277068847511, ""uncertainty"": 10.30975506894647, ""acquisition_value"": -4.3615824750651315, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,35,0.0,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""CC(C)(C)P(C1=CC=CC=C1)C(C)(C)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""13"", ""oracle_kind"": ""dataset"", ""predicted_value"": 4.189720689776944, ""uncertainty"": 8.749698834906466, ""acquisition_value"": -4.293048086912721, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,36,29.31,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""14"", ""oracle_kind"": ""dataset"", ""predicted_value"": 31.021697107692695, ""uncertainty"": 8.01031572538438, ""acquisition_value"": -4.242885857823791, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,37,12.83,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""P(C1CCCCC1)(C2CCCCC2)C3CCCCC3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""15"", ""oracle_kind"": ""dataset"", ""predicted_value"": 8.417813293645155, ""uncertainty"": 8.304236060282713, ""acquisition_value"": -4.222135807644283, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,38,62.82,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""16"", ""oracle_kind"": ""dataset"", ""predicted_value"": 35.52290677056919, ""uncertainty"": 7.729749913504345, ""acquisition_value"": -6.324326832921166, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,39,87.83,"{""base_SMILES"": ""O=C([O-])C.[Cs+]"", ""ligand_SMILES"": ""CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""17"", ""oracle_kind"": ""dataset"", ""predicted_value"": 64.08076966447668, ""uncertainty"": 8.836444868832828, ""acquisition_value"": -3.982469316257099, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
fingerprint_concat,1,fingerprint_concat_run01,40,0.0,"{""base_SMILES"": ""O=C([O-])C(C)(C)C.[Cs+]"", ""ligand_SMILES"": ""CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC"", ""solvent_SMILES"": ""CC(N(C)C)=O"", ""concentration"": ""0.1"", ""temperature"": ""105""}","{""dataset_path"": ""E:\\science\\BO\\LLM_BO\\ChemBO-Agent\\data\\DAR.csv"", ""dataset_target_column"": ""yield"", ""dataset_row_id"": ""18"", ""oracle_kind"": ""dataset"", ""predicted_value"": 6.124639514993039, ""uncertainty"": 8.145359387187607, ""acquisition_value"": -4.835864081677182, ""surrogate_model"": ""gp"", ""kernel"": ""matern52"", ""acquisition_function"": ""log_ei""}"
